id,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,Action
43373,75078,74910,91261,118026,118317,118259,118260,290919,118261,1
43374,25561,2649,117961,118413,120526,118321,240983,290919,118322,1
43375,74310,4189,117961,118343,119987,307024,311622,118331,118332,1
43376,40867,13441,117961,118225,122870,125793,128018,118643,125795,1
43377,79327,26143,118212,119763,123173,124537,199592,118870,124539,1
43378,33996,50040,117961,118327,118391,117905,117906,290919,117908,1
43379,33241,21037,117961,117969,19666,179731,157794,117887,117973,1
43380,15716,32795,118256,118257,118623,280788,193644,292795,119082,1
43381,79092,5369,117961,118413,122007,118321,118448,290919,118322,1
43382,41279,15894,117961,118052,120304,307024,311622,118331,118332,1
43383,25287,16810,117961,118327,123757,122030,163589,122032,122033,1
43384,40997,5119,117961,118300,119890,120006,133833,118424,120008,1
43385,43876,56680,118079,118080,117878,117885,118177,117887,117888,1
43386,34985,52735,117961,118052,120356,122067,127906,118424,122069,1
43387,34628,2034,117961,118327,118328,299559,259703,118205,163732,1
43388,32642,5559,119280,119281,118623,126684,193644,292795,126685,1
43389,18418,124899,117961,118327,120171,118054,118054,117887,118055,1
43390,1020,1525,117961,118413,121639,117905,117906,290919,117908,1
43391,25287,51178,117961,118386,121961,307024,311622,118331,118332,1
43392,76465,15389,117961,118225,122870,124886,128018,118643,124888,1
43393,71155,13419,117961,118300,120059,118636,310589,118638,118639,1
43394,16988,17128,117961,118300,119984,118396,300044,118398,118399,1
43395,6977,7370,117961,118413,118481,118321,117906,290919,118322,1
43396,1020,8074,117961,118300,119181,118321,117906,290919,118322,1
43397,19722,3332,117961,118343,121747,118784,130735,290919,118786,1
43398,22402,669,117961,118343,120722,118321,117906,290919,118322,1
43399,79092,15785,117961,118343,118395,118890,125128,118398,118892,1
43400,741,770,117961,118300,120722,118451,142600,118453,118454,1
43401,81350,5089,117961,118300,118514,120516,123107,120518,120519,1
43402,3661,59312,118441,118442,118378,119192,300603,119184,119194,1
43403,14570,2113,117951,117952,117920,118568,124610,19721,118570,1
43404,17849,18003,117961,117969,120620,118801,133923,19793,118803,1
43405,80173,4496,117961,118225,120551,117905,117906,290919,117908,1
43406,76991,14731,117961,118446,118447,118321,117906,290919,118322,1
43407,31826,53354,118084,118085,117920,119323,128571,19793,119325,1
43408,80548,74967,117961,117962,117904,119949,311441,290919,119951,1
43409,22672,4865,117961,118343,121710,118422,300136,118424,118425,1
43410,41298,7539,117961,118343,119987,118321,117906,290919,118322,1
43411,4675,743,117961,118343,118437,117905,172635,290919,117908,1
43412,17308,58466,118602,118603,117920,118568,118568,19721,118570,1
43413,921,4998,117961,118343,119598,307024,311622,118331,118332,1
43414,20364,125466,117902,117903,120171,120990,157414,118398,120992,1
43415,7543,7578,117961,118343,120722,118321,117906,290919,118322,1
43416,25241,2610,117961,118327,121979,118321,117906,290919,118322,1
43417,25569,6106,117961,118343,120666,307024,306404,118331,118332,1
43418,16023,7331,117961,118300,118360,118361,118362,118363,118364,1
43419,43777,25263,117961,118327,120318,120690,120690,290919,120692,1
43420,74196,7369,117961,118386,118896,118321,117906,290919,118322,1
43421,31670,5541,117961,118300,118514,117905,117906,290919,117908,1
43422,23497,7520,117961,118343,124725,118321,240983,290919,118322,1
43423,1020,69225,117961,118052,118979,117905,117906,290919,117908,1
43424,45019,2210,117961,118052,118378,119192,300603,119184,119194,1
43425,75834,3000,117961,118225,120551,117905,117906,290919,117908,1
43426,23194,15389,117961,118225,122870,124886,128018,118643,124888,1
43427,41371,11987,118006,118007,117884,117885,117886,117887,117888,0
43428,79092,52007,117961,117962,118910,179731,118368,117887,117973,1
43429,79296,15473,117902,118041,117945,118274,118806,292795,118276,1
43430,41649,14638,117961,118052,118992,118784,117906,290919,118786,0
43431,23497,4551,117961,118343,118833,118422,300136,118424,118425,1
43432,43425,13812,117961,118225,118320,117905,117906,290919,117908,1
43433,78919,154,117961,118413,121639,118685,120316,308574,118687,1
43434,28074,5509,117961,118343,123454,117905,117906,290919,117908,1
43435,75078,4721,117961,118386,119214,122297,301475,118331,118899,1
43436,80975,1012,117961,118225,119924,118321,117906,290919,118322,1
43437,81298,74967,117961,117962,117904,118368,118368,117887,118486,1
43438,17308,50736,117961,118052,118821,118321,240983,290919,118322,1
43439,45904,50511,118006,118007,117884,117879,117897,19721,117880,1
43440,52683,56007,117980,118076,117884,117879,117886,19721,117880,1
43441,23965,5272,117961,118343,118979,119433,133686,118424,119435,1
43442,34924,121925,117961,118327,118933,118321,117906,290919,118322,1
43443,70452,86171,118953,118954,118810,122927,123932,118131,122929,1
43444,39888,2014,117961,117962,117904,118368,118368,117887,118486,1
43445,27317,3639,117961,118300,118631,120812,159134,118638,120814,0
43446,75179,5196,117961,118052,121949,118636,167617,118638,118639,1
43447,19998,70274,119062,119091,118042,118563,118563,270488,118565,1
43448,34531,15382,118595,118596,119993,118784,120474,290919,118786,0
43449,34026,17783,117961,118413,118414,117905,240983,290919,117908,1
43450,972,4887,117961,118343,118979,120006,310997,118424,120008,1
43451,75078,102217,118315,118316,120764,118465,136945,118467,118468,0
43452,75708,29592,118315,118463,118522,119976,281445,19793,119978,1
43453,75033,13196,117951,117952,117941,117899,117897,19721,117900,1
43454,3853,4729,117961,118300,125821,118980,301534,118295,118982,1
43455,51799,6296,117961,117962,118910,118054,137135,117887,118055,1
43456,25287,5238,119596,119597,118053,118207,174445,270488,118209,1
43457,75786,59043,117961,118343,118514,118321,117906,290919,118322,1
43458,16775,6199,117961,118225,120663,118321,117906,290919,118322,1
43459,79092,23303,117961,118327,122070,121915,185973,121916,121917,1
43460,35914,185,119134,119135,118575,118172,307446,249618,118175,1
43461,80538,22494,117961,118343,119598,119928,134544,118331,119929,1
43462,34430,4370,117961,118343,118514,118784,165715,290919,118786,1
43463,15364,46704,91261,118026,118202,117905,117906,290919,117908,1
43464,39264,51780,118555,118178,119107,118995,119108,292795,118997,1
43465,74827,59748,117961,118386,118746,118321,117906,290919,118322,1
43466,74001,50195,118079,118080,117878,117879,304519,19721,117880,1
43467,75078,7935,117961,118052,120539,117905,117906,290919,117908,1
43468,25696,19622,117961,118225,118403,118321,117906,290919,118322,1
43469,31441,6235,117961,118343,118437,119949,127527,290919,119951,1
43470,15710,6232,117961,118343,118437,120516,185973,120518,120519,1
43471,4675,14839,138798,138799,120539,117905,117906,290919,117908,1
43472,80978,2781,117961,118300,118783,118747,130134,118453,118749,1
43473,42031,70777,118315,118463,118522,118784,117906,290919,118786,1
43474,4675,7578,117961,118343,120722,117905,117906,290919,117908,1
43475,90523,85475,117961,118300,120410,118321,117906,290919,118322,1
43476,34210,69226,91261,118026,118821,119962,168365,118205,119964,1
43477,34056,1350,117961,118052,120096,117905,117906,290919,117908,0
43478,18418,17261,117961,118300,118833,118054,118443,117887,118055,1
43479,33231,4378,117961,118327,118507,118054,124356,117887,118055,1
43480,25265,4909,117961,118300,118458,120344,311701,118424,120346,1
43481,39264,4361,118573,118574,118623,118995,286106,292795,118997,1
43482,64721,14603,118349,118350,117895,118194,143682,117887,118196,1
43483,31652,15371,118169,118170,117945,280788,155276,292795,119082,0
43484,32270,2908,117961,118343,118979,119433,133686,118424,119435,1
43485,22391,4729,117961,118300,118301,118054,118443,117887,118055,1
43486,18418,15390,117961,118300,120026,118054,118054,117887,118055,1
43487,40237,55269,91261,118026,119279,122989,124043,119006,122991,1
43488,14354,14883,117959,117960,117920,118568,117897,19721,118570,1
43489,15884,25293,117961,118386,123072,128764,130802,118612,128765,1
43490,3264,3465,122880,122974,118042,118043,118043,270488,118046,1
43491,74302,50267,118742,118743,117920,118568,124610,19721,118570,1
43492,6698,6699,117961,118343,119993,117905,117906,290919,117908,1
43493,6960,6982,117961,118300,118783,118777,279443,308574,118779,1
43494,22682,17549,117961,118446,119064,120690,136365,290919,120692,1
43495,33642,7491,117961,118300,119181,117905,240983,290919,117908,1
43496,21811,18686,117961,118386,128823,118784,118785,290919,118786,1
43497,79092,7339,117961,118300,118360,124194,130884,118363,124196,1
43498,19945,217,117961,118413,120370,118321,240983,290919,118322,1
43499,39883,6736,117961,117969,6725,122290,150800,6725,122292,1
43500,18418,6235,117961,118343,118437,124194,249872,118363,124196,1
43501,3853,48912,117961,118327,121694,119351,141396,3130,119353,1
43502,33642,33674,117910,117911,117941,117879,117886,19721,117880,1
43503,75078,70169,117961,118386,118635,131997,131998,131999,132000,1
43504,39395,16703,117961,118052,120671,120357,120065,118424,120359,1
43505,80446,4641,117961,118343,121747,117905,117906,290919,117908,1
43506,38860,70480,119280,119281,117945,118274,119235,292795,118276,1
43507,3853,4763,117961,118300,118395,118396,269406,118398,118399,1
43508,74995,19760,117961,117962,118352,117905,117906,290919,117908,1
43509,35790,46170,118290,118291,118889,121527,307233,118398,121529,1
43510,16116,49384,117961,118343,118609,118728,301534,118295,118730,1
43511,74342,51124,117961,118300,118631,118422,126423,118424,118425,1
43512,33146,46476,117902,117903,117904,117905,117906,290919,117908,1
43513,45040,18686,117961,118386,128823,118321,117906,290919,118322,1
43514,25993,4950,117961,118343,118911,118912,309291,118424,118914,1
43515,17292,27067,117961,118300,118395,123067,300044,118398,123068,1
43516,18066,4036,117961,118413,120370,120516,157086,120518,120519,1
43517,75047,16527,91261,118026,118202,117905,117906,290919,117908,1
43518,75078,17389,91261,118026,118692,118321,117906,290919,118322,1
43519,13878,51149,117890,118102,117878,117899,117879,19721,117900,1
43520,37103,1913,117902,117903,118783,120952,122352,118453,120954,1
43521,2925,4533,117961,118343,118700,118784,117906,290919,118786,1
43522,75876,55163,118752,118753,118754,118805,118806,118474,118807,1
43523,14570,6957,117961,118300,125821,119849,310589,118638,119851,1
43524,33249,4838,117961,118343,120126,118834,133686,118424,118836,1
43525,40997,17264,117961,118300,118825,118523,163100,118331,118525,1
43526,31441,17598,117961,118300,118631,307024,132719,118331,118332,1
43527,42093,52105,118595,118596,81476,118422,149098,118424,118425,1
43528,23181,275544,117876,117877,117878,117879,117879,19721,117880,1
43529,45143,17451,117961,118052,126137,126138,148208,124136,126140,1
43530,40864,23294,117929,117930,117920,120647,311441,118398,120649,1
43531,27406,7265,117961,118343,119598,118321,240983,290919,118322,1
43532,80780,15785,117961,118343,118395,118890,125128,118398,118892,1
43533,33642,21951,118006,118007,117941,117879,117897,19721,117880,1
43534,23497,70264,117961,118343,118437,118523,306404,118331,118525,1
43535,39262,58719,117961,118386,119954,118054,124424,117887,118055,1
43536,3853,5001,117961,118300,123007,118826,257115,118424,118828,1
43537,74411,121925,117961,118327,118933,118321,125206,290919,118322,1
43538,80624,5211,118290,118291,119837,118980,261436,118295,118982,1
43539,75834,7369,117961,118386,118896,117905,117906,290919,117908,1
43540,41576,3944,117961,118343,118514,118321,117906,290919,118322,1
43541,38268,53520,117916,118011,117912,117885,117913,117887,117888,1
43542,38480,1930,122880,122974,122870,120097,159929,270488,120099,1
43543,22598,8094,125714,125715,119142,118321,117906,290919,118322,1
43544,15352,7344,117961,118225,120663,138019,153236,120518,138021,1
43545,79689,8234,117961,118300,118783,118321,117906,290919,118322,0
43546,23965,4914,117961,118300,120026,119433,133686,118424,119435,1
43547,73815,28480,118315,118463,118522,129229,251603,119788,129231,1
43548,33153,21037,117961,117969,19666,118368,118368,117887,118486,1
43549,27348,4952,117961,118343,118292,119433,133686,118424,119435,1
43550,18688,4135,117890,118102,117878,117879,117879,19721,117880,0
43551,14845,5919,117961,118446,16232,118784,121873,290919,118786,1
43552,45481,4857,117961,118343,119598,118834,127160,118424,118836,1
43553,15933,5767,117961,118343,118344,118777,279443,308574,118779,1
43554,37260,110921,117932,117933,117878,216825,121386,19721,216827,1
43555,35133,3242,117961,118343,118514,118321,240983,290919,118322,1
43556,20897,20932,117961,117962,118910,118530,278014,118131,118532,1
43557,79092,7665,117961,118343,120722,117905,240983,290919,117908,1
43558,42093,7913,117961,117962,120677,122067,120065,118424,122069,1
43559,81478,4554,117961,118300,118514,119962,168365,118205,119964,1
43560,80881,4887,117961,118343,118979,119433,133686,118424,119435,1
43561,33147,1222,117961,118327,120171,120647,163794,118398,120649,1
43562,25993,123011,120342,120343,121014,118422,300136,118424,118425,1
43563,27124,25263,117961,118327,120318,120690,120690,290919,120692,1
43564,16018,19829,117961,118386,118896,118784,121873,290919,118786,1
43565,33238,33266,117961,118300,123719,118784,118785,290919,118786,1
43566,31401,8592,119062,119091,118514,117905,117906,290919,117908,1
43567,37639,75345,118126,118237,117895,117879,117897,19721,117880,1
43568,39138,17561,91261,118026,118202,118203,190841,118205,118206,0
43569,1020,15567,117961,118052,119408,118536,132799,308574,118539,1
43570,39939,3371,117902,118041,118042,118043,118044,270488,118046,1
43571,37260,50662,118290,118291,118437,124419,137017,118424,124421,1
43572,40202,1840,117961,118343,118514,118321,117906,290919,118322,1
43573,105470,128756,118658,118659,123606,124922,142048,118612,124924,1
43574,31299,4175,117961,118343,119598,120497,133686,118424,120499,1
43575,39614,2705,122880,122974,117945,117946,117946,292795,117948,1
43576,23096,23118,117961,118343,118833,118834,309123,118424,118836,1
43577,75047,23111,119691,119692,118635,122967,117906,119695,122969,1
43578,80638,13799,117961,118052,120356,120357,310997,118424,120359,1
43579,79141,24926,91261,118026,118229,273308,120072,249618,118232,1
43580,25993,6808,117961,117969,6725,122290,124015,6725,122292,1
43581,74679,4293,117876,117877,117878,118568,180025,19721,118570,1
43582,19965,47,119062,119063,176153,118321,117906,290919,118322,1
43583,6977,7539,117961,118343,119987,117905,117906,290919,117908,1
43584,17308,101834,119134,119135,118042,118207,200069,270488,118209,1
43585,38719,50197,118079,118080,117878,117879,118177,19721,117880,0
43586,34230,3966,117961,118343,122012,122849,123053,119095,122850,1
43587,33241,53150,119062,119091,118507,120647,129274,118398,120649,1
43588,81038,6481,117961,118343,123454,118321,117906,290919,118322,1
43589,78167,17789,117961,118052,119986,118321,117906,290919,118322,1
43590,74164,4533,117961,118343,118700,118784,117906,290919,118786,1
43591,70081,3883,117961,118343,119987,118536,132799,308574,118539,1
43592,70481,14840,119062,119091,122963,117905,118036,290919,117908,1
43593,81350,4583,117961,118413,120370,118784,240983,290919,118786,1
43594,79343,7445,117961,118343,122299,118054,121350,117887,118055,1
43595,25865,4663,117961,118225,120323,122849,120324,119095,122850,1
43596,78311,71097,117932,117933,117878,117879,117879,19721,117880,1
43597,32642,7716,118573,118574,118623,118995,286106,292795,118997,1
43598,15868,53190,117961,118300,120410,118321,117906,290919,118322,1
43599,42593,806,117961,118300,123719,117905,117906,290919,117908,1
43600,37326,51226,117961,118327,118320,118641,306399,118643,118644,1
43601,18404,5396,117961,118343,119993,117905,117906,290919,117908,1
43602,34861,15746,117961,118052,119742,118321,118448,290919,118322,1
43603,60040,4088,117961,118300,118458,118728,223125,118295,118730,1
43604,3853,2594,117961,118300,123472,118784,117906,290919,118786,1
43605,78106,29760,117916,118011,117920,120132,144303,120134,120135,1
43606,80555,770,117961,118300,120722,118451,142600,118453,118454,1
43607,75649,888,117902,117903,7646,120952,130134,118453,120954,1
43608,20364,15894,117961,118052,120304,120313,206347,118424,120315,1
43609,79543,6108,117961,118386,118404,117905,117906,290919,117908,1
43610,75834,5507,117961,118413,120370,118321,130817,290919,118322,1
43611,45412,10079,117910,118855,117884,118568,120119,19721,118570,1
43612,23096,19738,118290,118291,119136,119137,122050,118474,119139,1
43613,41758,70692,118315,118316,118202,118784,117906,290919,118786,1
43614,79121,5409,117961,118343,119993,118321,117906,290919,118322,1
43615,34056,5701,117961,118052,118821,118636,310589,118638,118639,1
43616,13878,61859,118219,118220,118221,118568,268194,19721,118570,1
43617,35376,58719,117961,118386,119954,118318,168365,118205,118319,1
43618,7678,16828,117961,118343,127491,119997,278014,118131,119998,1
43619,15064,1334,117961,117962,118910,118054,118368,117887,118055,1
43620,4675,3692,117961,118413,126229,121594,207709,4673,121596,1
43621,13878,77051,117922,117923,117884,117879,117886,19721,117880,1
43622,20293,87977,117926,117927,117884,118568,281735,19721,118570,1
43623,16018,19839,117961,118300,120722,118784,117906,290919,118786,1
43624,26430,56329,118212,118580,117895,117896,117897,117887,117898,0
43625,19272,2594,117961,118300,120410,117905,117906,290919,117908,1
43626,4675,1915,117961,118300,119181,118321,117906,290919,118322,1
43627,33233,18220,117961,118052,118867,118321,117906,290919,118322,1
43628,38725,60180,117916,118011,117941,117879,117886,19721,117880,1
43629,28579,13635,119134,119135,119136,121414,222296,118704,121416,1
43630,44920,70066,91261,118026,118202,117905,117906,290919,117908,1
43631,81524,58719,117961,118386,119954,118054,123286,117887,118055,1
43632,75078,23338,117961,118052,118867,122129,270992,121916,122131,1
43633,38718,18324,117910,117911,119791,179731,118247,117887,117973,1
43634,34958,46224,117961,118327,118378,120952,120953,118453,120954,1
43635,75834,2944,117961,118343,119796,119351,257510,3130,119353,1
43636,1020,17550,117961,118446,118684,118784,130086,290919,118786,1
43637,22333,122272,117961,118225,122273,120516,189220,120518,120519,1
43638,75338,50042,118126,118237,118810,119323,134299,19793,119325,1
43639,45726,49735,117935,117936,117878,117885,117913,117887,117888,1
43640,44943,3788,117961,118343,120722,118321,117906,290919,118322,1
43641,80195,8074,117961,118300,119181,117905,240983,290919,117908,1
43642,3130,3639,117961,118300,118631,120418,124359,249618,120419,0
43643,75649,858,117961,118327,118529,122129,126383,121916,122131,1
43644,42006,16701,117961,118300,118458,118293,118302,118295,118296,1
43645,25993,3608,117961,118052,120671,119849,139343,118638,119851,1
43646,17308,13827,117961,118343,118514,118777,279443,308574,118779,1
43647,17308,151425,119062,119091,118514,119962,168365,118205,119964,1
43648,28941,20126,117961,117962,120677,118636,174800,118638,118639,1
43649,25210,31093,117961,118343,118810,118674,123679,19793,118676,1
43650,20897,7991,117961,118327,274241,150074,236748,119772,150076,1
43651,80749,7459,5110,117954,122672,118685,223708,308574,118687,1
43652,52683,77947,117980,118076,117941,118568,201906,19721,118570,1
43653,7543,2612,117961,118327,123901,118321,117906,290919,118322,1
43654,35499,91398,118219,118220,117920,119502,180051,117887,119503,0
43655,80483,85728,118212,118580,117895,117896,117897,117887,117898,1
43656,14960,57659,118084,118085,117884,117885,117913,117887,117888,1
43657,2824,15459,118169,118170,135245,259173,143905,292795,118943,1
43658,18640,25557,117961,118300,121951,118321,240983,290919,118322,1
43659,15365,18213,117961,118386,118692,118451,200947,118453,118454,1
43660,22682,4642,117961,118225,120551,118685,279443,308574,118687,1
43661,74016,14829,117961,118446,119986,117905,117906,290919,117908,1
43662,33054,4258,117961,118343,119598,118422,300136,118424,118425,1
43663,5358,5369,117961,118413,122007,117905,117906,290919,117908,1
43664,1937,25618,117961,118327,118320,118641,150275,118643,118644,1
43665,42668,4108,118887,118888,119136,119137,122564,118474,119139,1
43666,18688,51165,117983,117984,117878,118568,120877,19721,118570,1
43667,20274,17815,117961,118300,119019,125751,177698,118870,125753,1
43668,674,19623,117961,118225,118403,117905,141377,290919,117908,1
43669,41247,4046,117961,117962,118352,117905,117906,290919,117908,1
43670,29058,131441,117961,118343,118292,118422,300136,118424,118425,1
43671,32642,15510,118169,118170,134743,117946,302076,292795,117948,1
43672,23966,4763,117961,118300,118395,118396,269406,118398,118399,1
43673,14997,2649,117961,118413,120526,118321,118448,290919,118322,1
43674,26430,4622,118212,118580,117878,133111,125539,118870,133113,1
43675,31232,20438,117890,117891,117878,117879,117879,19721,117880,0
43676,15675,54618,117961,118052,118992,118321,117906,290919,118322,1
43677,87764,50040,117961,118327,118391,117905,117906,290919,117908,1
43678,18418,16671,117961,118052,118706,118523,310608,118331,118525,1
43679,44797,61016,119596,119597,118597,120789,194103,118424,120791,1
43680,34861,8501,117961,118386,120361,117905,117906,290919,117908,1
43681,38268,27517,117926,118266,117884,117879,117886,19721,117880,1
43682,1020,14731,117961,118446,118447,119346,302830,4673,119348,1
43683,15818,59067,117961,118327,121645,117905,117906,290919,117908,1
43684,4675,7629,117961,118327,120383,118784,213944,290919,118786,1
43685,36480,4533,117961,118343,118700,118321,117906,290919,118322,0
43686,76554,14731,117961,118446,118447,118321,222729,290919,118322,1
43687,34628,46224,117961,118327,118378,120952,143223,118453,120954,1
43688,42367,50511,118006,118007,117884,118568,292195,19721,118570,1
43689,80874,210,117961,118386,118746,118321,240983,290919,118322,1
43690,278393,119074,118163,119075,119076,118834,311236,118424,118836,1
43691,27299,52735,117961,118052,120356,120357,310997,118424,120359,1
43692,23990,4341,117961,118300,118957,118784,213944,290919,118786,1
43693,80928,4933,117961,118300,118458,307024,301218,118331,118332,1
43694,20271,27915,117926,117927,117941,117885,117913,117887,117888,0
43695,1969,1080,117961,118327,118378,120618,304465,118643,120619,1
43696,4675,8415,117961,118052,118881,117905,117906,290919,117908,1
43697,14354,50641,117926,118124,117941,118568,167402,19721,118570,0
43698,73972,60789,117961,118386,118522,118536,118537,308574,118539,1
43699,7543,7253,117961,118225,118403,118321,117906,290919,118322,0
43700,79092,16642,117961,118300,81476,118321,117906,290919,118322,1
43701,6042,2407,117961,118446,120317,118321,117906,290919,118322,0
43702,76798,2594,117961,118300,120410,128230,302830,4673,128231,0
43703,4675,6481,117961,118343,123454,117905,240983,290919,117908,1
43704,6977,5047,117961,118300,127284,118826,236735,118424,118828,1
43705,20897,60793,117961,118225,121678,118530,278014,118131,118532,1
43706,23096,1331,117961,118225,118403,118784,117906,290919,118786,0
43707,33233,27102,117961,118327,118507,118863,147148,118398,118865,1
43708,33149,49423,117961,118052,123144,118890,203706,118398,118892,1
43709,80556,5206,117961,117962,120677,123670,305057,121916,123672,1
43710,3853,49384,117961,118343,118609,118728,301534,118295,118730,1
43711,20292,46512,117926,118124,117941,117885,117913,117887,117888,1
43712,38392,53245,117932,117933,117878,117879,117879,19721,117880,1
43713,38124,23770,117929,117940,119569,179731,118247,117887,117973,1
43714,6977,3883,117961,118343,119987,118784,118785,290919,118786,1
43715,33642,5178,117961,118343,118660,118826,158101,118424,118828,1
43716,39232,5717,117961,118300,124725,117905,117906,290919,117908,1
43717,42093,5114,117961,118300,119890,118422,300136,118424,118425,1
43718,77943,2641,117961,118327,118391,118784,117906,290919,118786,1
43719,79342,10494,117961,118225,120535,118890,311441,118398,118892,1
43720,23985,12394,119134,119135,125821,118422,300136,118424,118425,1
43721,15023,46704,91261,118026,118202,117905,117906,290919,117908,1
43722,20287,31851,118185,31010,117941,117885,117913,117887,117888,1
43723,37737,22373,117918,117919,117912,117879,117886,19721,117880,1
43724,23568,4583,117961,118413,120370,117905,117906,290919,117908,1
43725,278393,918,117961,118300,118458,118980,187517,118295,118982,1
43726,32270,3770,117961,118343,123144,118890,125128,118398,118892,1
43727,34430,5524,117961,118343,118514,117905,117906,290919,117908,1
43728,40272,15012,118212,118213,123201,117905,240983,290919,117908,1
43729,6690,17835,117961,118225,118403,118451,141500,118453,118454,1
43730,74909,56723,118315,118316,118317,117905,117906,290919,117908,1
43731,73075,79366,117961,118413,120526,118321,117906,290919,118322,1
43732,32270,6220,117961,118327,121645,120690,127922,290919,120692,1
43733,34628,49024,132839,145248,118378,119192,300603,119184,119194,1
43734,189629,6299,117961,117962,118501,118321,118448,290919,118322,1
43735,68726,22361,119402,119403,117878,127389,127390,19721,127391,1
43736,29058,52314,117961,118300,118301,119928,219829,118331,119929,1
43737,92253,7519,91261,118026,118202,118784,124402,290919,118786,1
43738,75901,5101,117961,118300,127849,118826,236735,118424,118828,0
43739,278393,3618,117961,118300,118631,118054,118054,117887,118055,1
43740,35952,6995,117961,117962,118352,118784,117906,290919,118786,1
43741,4675,2641,117961,118386,118404,117905,117906,290919,117908,1
43742,73876,4274,117961,118327,118744,120591,183734,119095,120593,1
43743,39879,3606,118169,118170,118179,117946,166116,292795,117948,1
43744,43368,3281,117961,118225,120041,119093,120324,119095,119096,1
43745,80180,6482,117961,118343,118821,118321,117906,290919,118322,1
43746,23921,3113,117961,118343,119598,119433,127160,118424,119435,1
43747,80982,16970,91261,118026,124942,118451,126309,118453,118454,1
43748,80553,6257,117961,118343,120722,118321,240983,290919,118322,1
43749,27356,7411,117961,118386,118746,118451,126089,118453,118454,1
43750,278393,7560,117961,118300,119195,117905,117906,290919,117908,1
43751,79309,46526,117961,118300,119984,123067,269406,118398,123068,1
43752,3853,3245,117961,118300,121216,119351,138942,3130,119353,1
43753,17308,4729,117961,118300,125821,118054,118443,117887,118055,1
43754,6725,6798,117961,117969,6725,123408,131106,6725,123410,1
43755,25890,1755,117961,117962,119223,125793,146749,118643,125795,1
43756,20364,4638,117961,118343,119987,119172,256190,118467,119174,1
43757,75870,4088,117961,118300,118458,118728,223125,118295,118730,1
43758,19312,19350,118095,118096,117941,117885,117913,117887,117888,1
43759,33590,2202,117916,118011,117920,118568,125937,19721,118570,1
43760,33054,5288,119596,119597,149666,120357,149667,118424,120359,1
43761,45444,1614,117961,118327,118507,129909,185973,118453,129911,1
43762,45337,18686,117961,118386,128823,117905,117906,290919,117908,1
43763,20293,25766,118006,118007,118008,117885,117886,117887,117888,1
43764,79440,51753,121005,121006,117945,117946,125711,292795,117948,0
43765,99482,3868,117961,118386,120096,118784,117906,290919,118786,1
43766,75941,17002,5110,117954,117895,118568,157237,19721,118570,1
43767,38398,7935,117961,118052,120539,118321,117906,290919,118322,1
43768,45300,1467,117961,118343,118833,118834,127160,118424,118836,1
43769,44812,44038,117902,117903,118910,120952,130134,118453,120954,1
43770,37260,10472,117876,117877,117878,118568,292195,19721,118570,1
43771,4675,2947,118212,118213,118700,117905,264849,290919,117908,1
43772,17249,4936,117961,118343,120126,123615,133686,118424,123617,1
43773,41296,3883,117961,118343,119987,118536,132799,308574,118539,1
43774,27122,19857,117929,117940,117941,117885,117913,117887,117888,1
43775,7543,7079,117961,118343,118514,118685,120316,308574,118687,1
43776,79299,15627,117961,119256,119257,280788,280788,292795,119082,1
43777,19663,1898,117961,118225,131159,120097,131160,270488,120099,1
43778,39331,8520,117961,118386,119954,118054,124424,117887,118055,1
43779,78766,50570,118079,118080,117878,117879,118177,19721,117880,1
43780,74127,17598,117961,118300,118631,307024,132719,118331,118332,1
43781,42233,91868,117961,118343,123454,118321,117906,290919,118322,0
43782,8708,11520,118084,118085,117920,179731,145066,117887,117973,1
43783,34483,19717,117961,117962,118352,117905,240983,290919,117908,1
43784,6977,50040,117961,118327,118391,118321,117906,290919,118322,1
43785,25993,17261,117961,118343,118833,118834,127160,118424,118836,1
43786,20364,13441,117961,118225,122870,124886,128018,118643,124888,1
43787,79121,52426,118887,118888,142493,118912,173879,118424,118914,1
43788,37942,50580,118181,118182,117941,117885,117886,117887,117888,1
43789,25192,16756,119062,130600,139677,117905,290919,290919,117908,1
43790,79092,16098,117961,118327,120171,120647,240979,118398,120649,1
43791,6977,7586,117961,118225,118403,117905,117906,290919,117908,1
43792,78563,18011,117961,117969,118560,118674,131356,19793,118676,1
43793,80510,52417,117961,117962,118791,118396,300044,118398,118399,1
43794,39333,15504,117961,118386,123656,118321,117906,290919,118322,1
43795,80778,52417,117961,117962,118791,118396,300044,118398,118399,1
43796,79422,73833,118315,118463,119214,118784,150358,290919,118786,1
43797,15368,29134,117961,118300,121977,117905,117906,290919,117908,1
43798,23194,311355,117961,118343,118292,118912,309291,118424,118914,1
43799,17308,53081,117961,118343,119598,119433,133686,118424,119435,1
43800,20299,64387,117929,117930,117912,117879,117886,19721,117880,1
43801,32270,17227,117961,118343,118979,120006,255097,118424,120008,1
43802,34542,54308,126974,126975,118518,118043,118756,270488,118046,1
43803,75834,193,117961,118413,121639,118321,117906,290919,118322,1
43804,39262,93627,91261,118026,119507,117905,117906,290919,117908,1
43805,20351,7991,117961,118327,274241,135740,147904,119772,135742,1
43806,18418,4026,117961,118300,118301,118834,127729,118424,118836,1
